shipping_id,order_id,shipping_date,return_date,shipping_provider,shipping_status
1229,1229,05-11-2024,,Bluedart,Delivered
1230,1230,04-10-2025,,Delhivery,In Transit
1231,1231,28-05-2024,,Bluedart,Delivered
1232,1232,05-01-2023,,Ekart,Delivered
1233,1233,25-01-2023,,Bluedart,In Transit
1234,1234,03-07-2025,,Ekart,Delivered
1235,1235,23-07-2023,,Ekart,Delivered
1236,1236,27-01-2024,,Bluedart,Delivered
1237,1237,01-08-2024,,Bluedart,In Transit
1238,1238,18-03-2023,,Amazon Logistics,Delivered
1239,1239,26-06-2024,,Amazon Logistics,Delivered
1240,1240,05-03-2023,,Amazon Logistics,Delivered
1241,1241,21-08-2023,,Delhivery,Pending
1242,1242,16-07-2024,,DTDC,Pending
1243,1243,15-05-2023,,India Post,Delivered
1244,1244,29-03-2025,,Delhivery,Delivered
1245,1245,16-10-2025,29-10-2025,Ekart,Returned
1246,1246,30-12-2023,,Bluedart,Delivered
1247,1247,15-05-2023,,DTDC,Pending
1248,1248,24-02-2024,,DTDC,In Transit
1249,1249,25-01-2024,,DTDC,Delivered
1250,1250,03-04-2023,,India Post,Pending
1251,1251,,,,Cancelled
1252,1252,06-07-2023,,Xpressbees,Pending
1253,1253,04-12-2023,,Bluedart,Delivered
1254,1254,23-10-2024,,Bluedart,Delivered
1255,1255,,,,Cancelled
1256,1256,26-08-2024,05-09-2024,Xpressbees,Returned
1257,1257,11-01-2025,,DTDC,In Transit
1258,1258,14-10-2023,,Bluedart,Pending
1259,1259,17-07-2025,,India Post,Delivered
1260,1260,,,,Cancelled
1261,1261,28-11-2023,10-12-2023,Xpressbees,Returned
1262,1262,22-06-2023,,Bluedart,Delivered
1263,1263,03-12-2025,,DTDC,Delivered
1264,1264,06-06-2024,,Ekart,Delivered
1265,1265,,,,Cancelled
1266,1266,08-02-2025,22-02-2025,Ekart,Returned
1267,1267,29-03-2024,,Amazon Logistics,Delivered
1268,1268,11-04-2024,,Delhivery,Delivered
1269,1269,04-01-2023,,India Post,Pending
1270,1270,25-10-2023,,Bluedart,Delivered
1271,1271,14-04-2025,,Amazon Logistics,Delivered
1272,1272,31-01-2024,,Xpressbees,Delivered
1273,1273,02-09-2024,,Xpressbees,Delivered
1274,1274,01-06-2023,,Bluedart,Pending
1275,1275,05-09-2023,16-09-2023,Ekart,Returned
1276,1276,24-01-2023,07-02-2023,India Post,Returned
1277,1277,09-02-2025,14-02-2025,Amazon Logistics,Returned
1278,1278,11-09-2025,,DTDC,Delivered
1279,1279,25-10-2025,,Amazon Logistics,Delivered
1280,1280,11-06-2024,,DTDC,Delivered
1281,1281,18-05-2025,,DTDC,Delivered
1282,1282,21-02-2025,,Amazon Logistics,Delivered
1283,1283,01-09-2025,,Bluedart,Delivered
1284,1284,22-06-2023,,Bluedart,Pending
1285,1285,21-02-2025,,Xpressbees,Pending
1286,1286,17-03-2023,,India Post,Pending
1287,1287,22-03-2024,,Amazon Logistics,Delivered
1288,1288,25-09-2023,,Ekart,Pending
1289,1289,26-05-2023,,Bluedart,Pending
1290,1290,18-07-2024,,Ekart,Delivered
1291,1291,06-06-2024,,Bluedart,Pending
1292,1292,28-12-2023,,Amazon Logistics,Delivered
1293,1293,,,,Cancelled
1294,1294,27-05-2025,,Ekart,Delivered
1295,1295,16-02-2024,,Ekart,Delivered
1296,1296,16-01-2023,31-01-2023,Xpressbees,Returned
1297,1297,05-04-2023,,Xpressbees,Delivered
1298,1298,01-12-2024,,Ekart,Pending
1299,1299,28-08-2023,,India Post,Delivered
1300,1300,03-10-2023,,Ekart,Pending
1301,1301,,,,Cancelled
1302,1302,11-08-2023,,Amazon Logistics,Delivered
1303,1303,30-07-2024,02-08-2024,Delhivery,Returned
1304,1304,23-05-2023,,Ekart,In Transit
1305,1305,05-01-2025,,Ekart,Delivered
1306,1306,14-10-2023,,Xpressbees,Delivered
1307,1307,01-07-2023,,DTDC,Pending
1308,1308,05-02-2025,,Bluedart,Delivered
1309,1309,16-01-2024,,Delhivery,Delivered
1310,1310,22-04-2024,,India Post,In Transit
1311,1311,,,,Cancelled
1312,1312,06-05-2023,,Amazon Logistics,Delivered
1313,1313,14-12-2025,,Bluedart,Delivered
1314,1314,16-09-2024,,Bluedart,Delivered
1315,1315,14-09-2025,,Amazon Logistics,Pending
1316,1316,07-09-2025,,India Post,Delivered
1317,1317,22-12-2023,,Bluedart,Delivered
1318,1318,29-10-2023,,Delhivery,Delivered
1319,1319,25-05-2023,,India Post,Delivered
1320,1320,,,,Cancelled
1321,1321,10-04-2024,,Bluedart,Delivered
1322,1322,07-06-2025,15-06-2025,Amazon Logistics,Returned
1323,1323,03-03-2023,14-03-2023,Delhivery,Returned
1324,1324,15-07-2025,,Amazon Logistics,Pending
1325,1325,14-11-2025,,DTDC,Delivered
1326,1326,07-12-2025,,Xpressbees,Delivered
1327,1327,09-06-2025,,Amazon Logistics,Delivered
1328,1328,,,,Cancelled
1329,1329,24-07-2024,,DTDC,Pending
1330,1330,,,,Cancelled
1331,1331,24-09-2024,,Ekart,Pending
1332,1332,,,,Cancelled
1333,1333,09-07-2023,,Ekart,Delivered
1334,1334,01-06-2024,,Delhivery,In Transit
1335,1335,,,,Cancelled
1336,1336,09-05-2024,,Xpressbees,In Transit
1337,1337,30-01-2024,11-02-2024,DTDC,Returned
1338,1338,27-07-2024,06-08-2024,Xpressbees,Returned
1339,1339,23-01-2024,,Xpressbees,Delivered
1340,1340,,,,Cancelled
1341,1341,28-02-2024,,Delhivery,Delivered
1342,1342,30-08-2023,,Amazon Logistics,Delivered
1343,1343,,,,Cancelled
1344,1344,20-05-2024,,DTDC,In Transit
1345,1345,01-08-2025,,Xpressbees,Delivered
1346,1346,07-06-2024,,DTDC,Delivered
1347,1347,13-02-2025,,DTDC,Delivered
1348,1348,18-05-2023,,Amazon Logistics,Pending
1349,1349,25-07-2025,,DTDC,In Transit
1350,1350,17-11-2025,,DTDC,In Transit
1351,1351,19-04-2023,,Ekart,Delivered
1352,1352,,,,Cancelled
1353,1353,04-09-2023,,Xpressbees,Delivered
1354,1354,13-01-2025,,India Post,Delivered
1355,1355,25-07-2024,,India Post,In Transit
1356,1356,19-09-2023,,Delhivery,Delivered
1357,1357,24-03-2023,,Xpressbees,Delivered
1358,1358,25-11-2024,07-12-2024,Amazon Logistics,Returned
1359,1359,10-05-2024,,DTDC,In Transit
1360,1360,29-12-2024,,India Post,Delivered
1361,1361,12-10-2024,20-10-2024,India Post,Returned
1362,1362,26-02-2024,,Ekart,Delivered
1363,1363,28-11-2023,,Delhivery,In Transit
1364,1364,24-09-2025,,Xpressbees,Delivered
1365,1365,15-04-2025,,Xpressbees,Pending
1366,1366,09-12-2023,,Bluedart,In Transit
1367,1367,12-08-2023,,Xpressbees,In Transit
1368,1368,13-06-2025,,DTDC,Delivered
1369,1369,25-04-2024,04-05-2024,Amazon Logistics,Returned
1370,1370,29-06-2025,09-07-2025,Ekart,Returned
1371,1371,22-02-2025,,DTDC,In Transit
1372,1372,,,,Cancelled
1373,1373,25-10-2024,30-10-2024,Bluedart,Returned
1374,1374,26-06-2025,,Bluedart,Delivered
1375,1375,12-06-2023,19-06-2023,Xpressbees,Returned
1376,1376,,,,Cancelled
1377,1377,10-04-2025,,Xpressbees,In Transit
1378,1378,20-04-2024,,Bluedart,Pending
1379,1379,21-02-2023,,Amazon Logistics,Pending
1380,1380,,,,Cancelled
1381,1381,08-01-2025,,Ekart,Pending
1382,1382,13-06-2025,,Bluedart,Delivered
1383,1383,18-06-2025,,Xpressbees,Delivered
1384,1384,08-07-2024,,India Post,Pending
1385,1385,21-11-2023,,Xpressbees,Delivered
1386,1386,20-03-2023,,Xpressbees,Delivered
1387,1387,17-04-2024,,Xpressbees,Delivered
1388,1388,18-04-2023,,Ekart,In Transit
1389,1389,20-07-2025,,India Post,Delivered
1390,1390,16-06-2025,,Bluedart,Delivered
1391,1391,23-04-2025,,India Post,Delivered
1392,1392,20-04-2024,,Delhivery,Delivered
1393,1393,28-12-2023,,Delhivery,Pending
1394,1394,19-05-2025,,Bluedart,Delivered
1395,1395,10-02-2024,,Ekart,Delivered
1396,1396,10-07-2024,,India Post,Delivered
1397,1397,06-08-2025,,Amazon Logistics,Delivered
1398,1398,01-01-2026,,DTDC,Delivered
1399,1399,29-10-2024,,Bluedart,Delivered
1400,1400,23-10-2025,02-11-2025,Delhivery,Returned
1401,1401,05-10-2023,,Amazon Logistics,Pending
1402,1402,,,,Cancelled
1403,1403,29-07-2024,,DTDC,Pending
1404,1404,30-12-2023,,India Post,Delivered
1405,1405,29-03-2023,,Delhivery,Delivered
1406,1406,05-01-2023,,DTDC,Pending
1407,1407,22-03-2025,03-04-2025,Bluedart,Returned
1408,1408,,,,Cancelled
1409,1409,11-04-2025,16-04-2025,Xpressbees,Returned
1410,1410,11-12-2023,,Delhivery,Delivered
1411,1411,,,,Cancelled
1412,1412,06-09-2024,15-09-2024,Delhivery,Returned
1413,1413,,,,Cancelled
1414,1414,20-02-2023,,Bluedart,Delivered
1415,1415,04-02-2023,,Amazon Logistics,Delivered
1416,1416,13-07-2025,27-07-2025,DTDC,Returned
1417,1417,20-05-2024,,Delhivery,Delivered
1418,1418,21-06-2025,06-07-2025,Amazon Logistics,Returned
1419,1419,15-08-2025,,DTDC,Delivered
1420,1420,11-08-2025,,DTDC,Delivered
1421,1421,20-05-2024,,India Post,In Transit
1422,1422,06-02-2025,,Ekart,Pending
1423,1423,06-03-2025,,DTDC,In Transit
1424,1424,01-01-2025,,Bluedart,Pending
1425,1425,,,,Cancelled
1426,1426,10-11-2024,,Bluedart,Delivered
1427,1427,28-01-2023,,Amazon Logistics,In Transit
1428,1428,06-05-2023,,Ekart,Delivered
1429,1429,08-12-2025,,Delhivery,Pending
1430,1430,11-04-2025,,Amazon Logistics,Pending
1431,1431,,,,Cancelled
1432,1432,16-04-2023,,Delhivery,Delivered
1433,1433,20-06-2025,,DTDC,Delivered
1434,1434,05-11-2025,19-11-2025,Amazon Logistics,Returned
1435,1435,08-11-2024,,Xpressbees,Delivered
1436,1436,23-10-2023,29-10-2023,Ekart,Returned
1437,1437,19-07-2024,,India Post,Delivered
1438,1438,02-04-2023,,Xpressbees,Delivered
1439,1439,05-02-2024,,DTDC,Delivered
1440,1440,09-05-2025,,Delhivery,In Transit
1441,1441,08-03-2024,,India Post,Delivered
1442,1442,23-03-2023,,India Post,Delivered
1443,1443,25-03-2024,,Amazon Logistics,Pending
1444,1444,,,,Cancelled
1445,1445,,,,Cancelled
1446,1446,31-10-2024,,India Post,In Transit
1447,1447,21-05-2024,02-06-2024,Xpressbees,Returned
1448,1448,21-09-2025,,Bluedart,In Transit
1449,1449,23-10-2025,,Bluedart,In Transit
1450,1450,12-06-2024,,Delhivery,Delivered
1451,1451,27-03-2024,,Bluedart,Delivered
1452,1452,,,,Cancelled
1453,1453,,,,Cancelled
1454,1454,09-09-2024,,DTDC,Delivered
1455,1455,17-09-2025,,Xpressbees,Delivered
1456,1456,16-06-2025,,DTDC,Delivered
1457,1457,,,,Cancelled
1458,1458,30-01-2025,,DTDC,Delivered
1459,1459,28-09-2025,,Bluedart,Delivered
1460,1460,11-04-2025,,Xpressbees,In Transit
1461,1461,15-05-2024,,DTDC,Delivered
1462,1462,03-11-2024,,Amazon Logistics,Delivered
1463,1463,21-06-2023,,Bluedart,Delivered
1464,1464,28-05-2025,,DTDC,Delivered
1465,1465,19-04-2023,,Amazon Logistics,Delivered
1466,1466,,,,Cancelled
1467,1467,05-01-2025,,Xpressbees,Delivered
1468,1468,27-09-2024,,DTDC,Delivered
1469,1469,20-06-2023,,India Post,Delivered
1470,1470,30-01-2024,,DTDC,Pending
1471,1471,10-08-2023,,Bluedart,In Transit
1472,1472,17-12-2025,,Amazon Logistics,In Transit
1473,1473,14-10-2023,,India Post,In Transit
1474,1474,24-11-2023,,Delhivery,Pending
1475,1475,08-04-2024,20-04-2024,Ekart,Returned
1476,1476,27-11-2024,,Delhivery,Pending
1477,1477,09-01-2025,,DTDC,In Transit
1478,1478,02-04-2025,,DTDC,In Transit
1479,1479,02-11-2024,,Delhivery,Pending
1480,1480,02-11-2023,,DTDC,Delivered
1481,1481,03-05-2023,,DTDC,Delivered
1482,1482,12-07-2025,,Delhivery,Delivered
1483,1483,04-08-2024,,Ekart,Delivered
1484,1484,14-09-2025,,DTDC,Delivered
1485,1485,13-09-2024,,Ekart,Delivered
1486,1486,16-01-2025,,India Post,Delivered
1487,1487,10-12-2024,,Delhivery,Delivered
1488,1488,05-06-2024,,Ekart,Pending
1489,1489,10-08-2025,,DTDC,Pending
1490,1490,,,,Cancelled
1491,1491,13-01-2024,,Delhivery,In Transit
1492,1492,,,,Cancelled
1493,1493,04-11-2023,,Bluedart,Delivered
1494,1494,18-11-2025,,Amazon Logistics,Delivered
1495,1495,06-01-2024,,Xpressbees,Delivered
1496,1496,,,,Cancelled
1497,1497,25-11-2024,,Amazon Logistics,Pending
1498,1498,28-10-2025,,India Post,Delivered
1499,1499,14-11-2024,21-11-2024,India Post,Returned
1500,1500,22-12-2025,,Xpressbees,Delivered
1501,1501,21-07-2025,,Delhivery,Pending
1502,1502,03-04-2023,,Xpressbees,Delivered
1503,1503,15-04-2025,20-04-2025,Xpressbees,Returned
1504,1504,09-08-2025,,Delhivery,Delivered
1505,1505,10-07-2025,,Ekart,Delivered
1506,1506,18-04-2024,,India Post,In Transit
1507,1507,12-01-2023,,Xpressbees,Delivered
1508,1508,03-04-2024,12-04-2024,Xpressbees,Returned
1509,1509,06-01-2023,,Xpressbees,Delivered
1510,1510,17-07-2024,20-07-2024,Delhivery,Returned
1511,1511,08-02-2023,,Amazon Logistics,Delivered
1512,1512,19-10-2025,,Xpressbees,In Transit
1513,1513,,,,Cancelled
1514,1514,01-01-2024,,India Post,Delivered
1515,1515,02-06-2025,,Ekart,Delivered
1516,1516,12-09-2025,,Ekart,Delivered
1517,1517,17-06-2024,,DTDC,In Transit
1518,1518,03-05-2025,,Xpressbees,Delivered
1519,1519,06-12-2023,,DTDC,In Transit
1520,1520,27-09-2024,,DTDC,Delivered
1521,1521,07-06-2023,,DTDC,Delivered
1522,1522,08-05-2024,,Ekart,Delivered
1523,1523,24-08-2023,,Bluedart,Delivered
1524,1524,25-10-2025,,Bluedart,Delivered
1525,1525,,,,Cancelled
1526,1526,13-07-2023,16-07-2023,India Post,Returned
1527,1527,25-01-2024,,Delhivery,Delivered
1528,1528,28-06-2023,,Amazon Logistics,Delivered
1529,1529,06-12-2024,,India Post,Delivered
1530,1530,,,,Cancelled
1531,1531,09-03-2025,21-03-2025,Amazon Logistics,Returned
1532,1532,11-03-2024,,Bluedart,Pending
1533,1533,22-05-2023,,Ekart,Pending
1534,1534,07-03-2025,,Ekart,Delivered
1535,1535,28-03-2023,,Xpressbees,Delivered
1536,1536,,,,Cancelled
1537,1537,,,,Cancelled
1538,1538,10-08-2025,,India Post,Delivered
1539,1539,04-12-2025,,Bluedart,Delivered
1540,1540,,,,Cancelled
1541,1541,04-09-2023,,Amazon Logistics,Delivered
1542,1542,06-10-2024,,Amazon Logistics,In Transit
1543,1543,23-03-2023,,Ekart,In Transit
1544,1544,12-10-2023,,Xpressbees,Delivered
1545,1545,30-07-2024,,Bluedart,Delivered
1546,1546,27-12-2025,,Ekart,Pending
1547,1547,25-09-2024,,India Post,Delivered
1548,1548,28-02-2023,,Amazon Logistics,Delivered
1549,1549,12-07-2023,,Xpressbees,Delivered
1550,1550,14-01-2025,,Amazon Logistics,In Transit
1551,1551,19-11-2024,,DTDC,Delivered
1552,1552,12-03-2024,,Amazon Logistics,Delivered
1553,1553,23-07-2024,,Delhivery,Delivered
1554,1554,02-09-2024,,Bluedart,Delivered
1555,1555,10-04-2025,21-04-2025,Xpressbees,Returned
1556,1556,11-07-2023,,Bluedart,Delivered
1557,1557,11-10-2023,,Ekart,Delivered
1558,1558,09-08-2023,,Xpressbees,Pending
1559,1559,11-01-2025,,India Post,Delivered
1560,1560,27-06-2024,,DTDC,Delivered
1561,1561,21-06-2023,,Delhivery,Delivered
1562,1562,03-08-2023,,Xpressbees,Delivered
1563,1563,20-09-2023,,Ekart,Delivered
1564,1564,18-04-2025,,Ekart,In Transit
1565,1565,25-01-2024,,Ekart,Delivered
1566,1566,06-05-2023,21-05-2023,DTDC,Returned
1567,1567,,,,Cancelled
1568,1568,09-10-2023,20-10-2023,Amazon Logistics,Returned
1569,1569,13-08-2024,,Amazon Logistics,Delivered
1570,1570,13-05-2025,,DTDC,Pending
1571,1571,08-01-2023,,India Post,Delivered
1572,1572,05-06-2024,,India Post,Delivered
1573,1573,05-09-2023,,DTDC,Delivered
1574,1574,18-04-2024,,Delhivery,Delivered
1575,1575,23-03-2025,,Xpressbees,In Transit
1576,1576,22-08-2023,,Xpressbees,Delivered
1577,1577,,,,Cancelled
1578,1578,28-02-2024,,Xpressbees,Delivered
1579,1579,13-09-2023,20-09-2023,Bluedart,Returned
1580,1580,19-02-2025,,India Post,Pending
1581,1581,20-02-2024,01-03-2024,DTDC,Returned
1582,1582,25-12-2024,,DTDC,Pending
1583,1583,29-09-2025,,Ekart,Delivered
1584,1584,04-06-2024,,DTDC,Pending
1585,1585,24-11-2023,,DTDC,Pending
1586,1586,10-12-2025,25-12-2025,Delhivery,Returned
1587,1587,20-08-2023,,DTDC,In Transit
1588,1588,27-07-2024,,Delhivery,Delivered
1589,1589,28-08-2025,,Delhivery,Pending
1590,1590,16-12-2024,,Ekart,Pending
1591,1591,20-02-2024,24-02-2024,DTDC,Returned
1592,1592,11-07-2024,,Delhivery,Delivered
1593,1593,19-06-2025,,Amazon Logistics,Delivered
1594,1594,26-09-2025,,Amazon Logistics,Delivered
1595,1595,14-08-2023,,Amazon Logistics,In Transit
1596,1596,26-07-2023,,Delhivery,In Transit
1597,1597,10-04-2025,,Xpressbees,Delivered
1598,1598,11-05-2024,,Ekart,Delivered
1599,1599,25-12-2025,,Ekart,Delivered
1600,1600,07-11-2023,18-11-2023,Delhivery,Returned
1601,1601,02-12-2024,,Xpressbees,Delivered
1602,1602,22-01-2024,04-02-2024,Delhivery,Returned
1603,1603,31-05-2024,,Xpressbees,Delivered
1604,1604,07-04-2025,13-04-2025,Ekart,Returned
1605,1605,,,,Cancelled
1606,1606,08-04-2023,,Ekart,Pending
1607,1607,11-05-2024,,DTDC,Pending
1608,1608,16-04-2024,,Delhivery,Delivered
1609,1609,11-06-2023,,DTDC,Delivered
1610,1610,19-04-2024,,Bluedart,Delivered
1611,1611,16-08-2025,,Delhivery,Delivered
1612,1612,02-08-2023,,Xpressbees,Delivered
1613,1613,,,,Cancelled
1614,1614,20-07-2023,,Xpressbees,Delivered
1615,1615,22-04-2025,,Amazon Logistics,Pending
1616,1616,08-03-2024,,Bluedart,Delivered
1617,1617,03-09-2023,,Ekart,Delivered
1618,1618,05-04-2023,,Delhivery,Delivered
1619,1619,19-01-2023,26-01-2023,DTDC,Returned
1620,1620,09-11-2024,,DTDC,Delivered
1621,1621,,,,Cancelled
1622,1622,01-01-2025,,Delhivery,Delivered
1623,1623,01-03-2023,,Bluedart,Delivered
1624,1624,22-07-2024,,DTDC,Delivered
1625,1625,26-04-2024,,Ekart,Delivered
1626,1626,06-03-2024,,India Post,In Transit
1627,1627,04-08-2025,,DTDC,Delivered
1628,1628,04-10-2023,,India Post,Delivered
1629,1629,23-01-2025,,Xpressbees,Delivered
1630,1630,12-05-2023,18-05-2023,Amazon Logistics,Returned
1631,1631,19-01-2023,,Amazon Logistics,Delivered
1632,1632,29-12-2025,,Amazon Logistics,Delivered
1633,1633,25-06-2023,,Delhivery,Delivered
1634,1634,15-11-2023,19-11-2023,Xpressbees,Returned
1635,1635,,,,Cancelled
1636,1636,20-07-2025,,Amazon Logistics,Delivered
1637,1637,10-07-2025,,Ekart,Pending
1638,1638,30-07-2024,,Delhivery,Delivered
1639,1639,15-02-2023,,Bluedart,In Transit
1640,1640,11-02-2025,,Delhivery,Delivered
1641,1641,29-08-2023,,Xpressbees,Delivered
1642,1642,02-01-2026,,Xpressbees,Pending
1643,1643,21-03-2025,,Ekart,Delivered
1644,1644,21-04-2024,,India Post,Delivered
1645,1645,09-11-2025,,Bluedart,Delivered
1646,1646,26-06-2023,,Xpressbees,Delivered
1647,1647,16-06-2024,,Ekart,Delivered
1648,1648,05-01-2024,,Amazon Logistics,Pending
1649,1649,01-03-2024,,India Post,Delivered
1650,1650,30-11-2025,,DTDC,Pending
1651,1651,29-05-2023,,Bluedart,Delivered
1652,1652,24-10-2024,,DTDC,In Transit
1653,1653,27-11-2024,,Delhivery,Delivered
1654,1654,02-03-2023,,Xpressbees,Delivered
1655,1655,25-10-2024,,India Post,Delivered
1656,1656,21-06-2023,,Amazon Logistics,Delivered
1657,1657,20-06-2025,,India Post,Delivered
1658,1658,,,,Cancelled
1659,1659,19-02-2025,,Delhivery,In Transit
1660,1660,22-08-2024,,DTDC,Delivered
1661,1661,03-11-2023,,Delhivery,In Transit
1662,1662,06-10-2025,,Delhivery,Delivered
1663,1663,27-12-2023,,Xpressbees,Delivered
1664,1664,09-10-2024,,Bluedart,Delivered
1665,1665,09-11-2025,,Ekart,Delivered
1666,1666,03-04-2023,,DTDC,In Transit
1667,1667,,,,Cancelled
1668,1668,02-07-2023,,India Post,In Transit
1669,1669,25-12-2025,02-01-2026,Ekart,Returned
1670,1670,12-09-2023,,Ekart,Delivered
1671,1671,,,,Cancelled
1672,1672,31-01-2025,,DTDC,In Transit
1673,1673,16-12-2023,,Ekart,Delivered
1674,1674,21-08-2025,,DTDC,Delivered
1675,1675,09-05-2024,,India Post,Pending
1676,1676,31-12-2024,,Delhivery,Delivered
1677,1677,17-09-2023,,Delhivery,In Transit
1678,1678,08-04-2023,,Amazon Logistics,In Transit
1679,1679,23-12-2025,,Amazon Logistics,Delivered
1680,1680,24-06-2024,,Delhivery,Pending
1681,1681,20-10-2025,,Delhivery,Delivered
1682,1682,16-02-2025,,Amazon Logistics,Delivered
1683,1683,03-04-2025,,India Post,Delivered
1684,1684,17-05-2023,,Delhivery,In Transit
1685,1685,17-12-2023,,Delhivery,In Transit
1686,1686,16-04-2025,,DTDC,Delivered
1687,1687,,,,Cancelled
1688,1688,20-12-2025,,Delhivery,Delivered
1689,1689,01-10-2024,,Delhivery,Pending
1690,1690,26-03-2023,30-03-2023,Ekart,Returned
1691,1691,18-11-2023,,India Post,In Transit
1692,1692,01-04-2023,,Amazon Logistics,Delivered
1693,1693,29-01-2025,,Delhivery,Delivered
1694,1694,29-08-2024,,Amazon Logistics,Delivered
1695,1695,23-08-2025,30-08-2025,Delhivery,Returned
1696,1696,29-07-2024,,Bluedart,Delivered
1697,1697,11-04-2024,,India Post,Delivered
1698,1698,25-10-2025,,Xpressbees,In Transit
1699,1699,12-11-2024,,Amazon Logistics,Delivered
1700,1700,28-11-2024,,Xpressbees,Delivered
1701,1701,22-08-2024,,Ekart,Delivered
1702,1702,08-03-2024,,Amazon Logistics,In Transit
1703,1703,10-10-2024,,Ekart,Delivered
1704,1704,18-10-2023,,Ekart,Delivered
1705,1705,23-07-2025,,Amazon Logistics,Delivered
1706,1706,12-04-2023,,Ekart,Delivered
1707,1707,12-02-2024,,Bluedart,Delivered
1708,1708,13-04-2025,,Ekart,Delivered
1709,1709,17-04-2025,,Delhivery,Delivered
1710,1710,01-11-2025,15-11-2025,DTDC,Returned
1711,1711,16-07-2023,22-07-2023,Delhivery,Returned
1712,1712,11-12-2025,,India Post,Delivered
1713,1713,07-03-2024,,DTDC,Delivered
1714,1714,17-11-2024,,Amazon Logistics,Delivered
1715,1715,13-12-2025,16-12-2025,Ekart,Returned
1716,1716,15-11-2024,,DTDC,In Transit
1717,1717,06-08-2024,,Ekart,Delivered
1718,1718,,,,Cancelled
1719,1719,05-10-2023,,Delhivery,In Transit
1720,1720,27-05-2023,,Delhivery,In Transit
1721,1721,16-08-2023,,Delhivery,Delivered
1722,1722,19-04-2024,,Delhivery,Pending
1723,1723,08-12-2024,,Xpressbees,Delivered
1724,1724,17-04-2025,,Delhivery,Delivered
1725,1725,22-03-2024,,Xpressbees,Delivered
1726,1726,,,,Cancelled
1727,1727,27-11-2024,,Ekart,Delivered
1728,1728,08-06-2024,,Ekart,Delivered
1729,1729,05-12-2025,,Amazon Logistics,Delivered
1730,1730,25-01-2025,,Bluedart,Delivered
1731,1731,10-10-2025,19-10-2025,Ekart,Returned
1732,1732,06-04-2023,,Xpressbees,Delivered
1733,1733,26-09-2023,,Amazon Logistics,Delivered
1734,1734,05-02-2024,,Delhivery,Delivered
1735,1735,11-01-2025,,DTDC,Delivered
1736,1736,02-03-2023,,Amazon Logistics,Pending
1737,1737,02-06-2023,,Xpressbees,Delivered
1738,1738,,,,Cancelled
1739,1739,01-01-2025,,DTDC,Delivered
1740,1740,14-06-2025,,Xpressbees,Pending
1741,1741,23-05-2025,,India Post,Delivered
1742,1742,12-12-2025,,Bluedart,Delivered
1743,1743,27-08-2023,,Xpressbees,Delivered
1744,1744,,,,Cancelled
1745,1745,08-09-2024,,Amazon Logistics,Delivered
1746,1746,18-04-2025,,Amazon Logistics,Delivered
1747,1747,08-02-2025,,India Post,Delivered
1748,1748,01-02-2025,,Delhivery,Delivered
1749,1749,08-11-2025,,Delhivery,Delivered
1750,1750,16-08-2024,,Bluedart,Delivered
1751,1751,03-02-2023,,India Post,Delivered
1752,1752,06-04-2025,15-04-2025,India Post,Returned
1753,1753,31-08-2024,,Delhivery,In Transit
1754,1754,28-10-2023,11-11-2023,India Post,Returned
1755,1755,24-05-2024,,India Post,Delivered
1756,1756,30-08-2024,,DTDC,In Transit
1757,1757,04-02-2024,,DTDC,Delivered
1758,1758,15-01-2024,,Xpressbees,Delivered
1759,1759,04-06-2025,,Ekart,Delivered
1760,1760,17-04-2025,,Bluedart,Pending
1761,1761,15-11-2023,,Amazon Logistics,Pending
1762,1762,07-05-2025,,Ekart,Delivered
1763,1763,22-03-2024,,Bluedart,Delivered
1764,1764,,,,Cancelled
1765,1765,18-05-2024,,Bluedart,Delivered
1766,1766,08-08-2024,14-08-2024,Xpressbees,Returned
1767,1767,03-09-2023,09-09-2023,Xpressbees,Returned
1768,1768,04-12-2024,,DTDC,Delivered
1769,1769,14-04-2025,,Amazon Logistics,Delivered
1770,1770,11-06-2025,17-06-2025,Bluedart,Returned
1771,1771,17-02-2025,,Amazon Logistics,Delivered
1772,1772,22-03-2024,,DTDC,Pending
1773,1773,23-05-2025,,Delhivery,Delivered
1774,1774,,,,Cancelled
1775,1775,06-09-2023,,Delhivery,In Transit
1776,1776,29-03-2025,,Delhivery,Delivered
1777,1777,30-09-2024,,Bluedart,Delivered
1778,1778,06-03-2023,,Xpressbees,Delivered
1779,1779,06-01-2023,13-01-2023,DTDC,Returned
1780,1780,13-03-2025,,Amazon Logistics,Delivered
1781,1781,31-08-2023,,Xpressbees,Delivered
1782,1782,,,,Cancelled
1783,1783,27-02-2023,09-03-2023,Bluedart,Returned
1784,1784,19-12-2025,,Xpressbees,In Transit
1785,1785,17-06-2023,,Amazon Logistics,Delivered
1786,1786,22-10-2024,04-11-2024,India Post,Returned
1787,1787,01-01-2024,,Xpressbees,Pending
1788,1788,,,,Cancelled
1789,1789,01-04-2024,,Ekart,Delivered
1790,1790,14-10-2025,,Bluedart,In Transit
1791,1791,15-03-2025,,Amazon Logistics,Pending
1792,1792,18-10-2023,,Xpressbees,Delivered
1793,1793,09-10-2023,,India Post,Delivered
1794,1794,05-10-2025,,DTDC,Delivered
1795,1795,01-12-2023,,DTDC,Delivered
1796,1796,28-03-2025,,Bluedart,In Transit
1797,1797,22-05-2023,,Delhivery,Delivered
1798,1798,19-07-2025,,India Post,Delivered
